company_id,position,profile_picture,description,tel_num,qualifications,gpa,start_date,end_date,is_active
1068,Front End Developer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-463-8271,Information Systems,2.71,2021/12/6,2022/12/6,True
1080,Data Analysts,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-296-8320,Computer Science,2.7,2021/6/23,2022/6/23,False
1463,Full Stack Developer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-764-2537,Information Science,2.61,2021/11/14,2022/11/14,True
1335,Software Engineer,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-163-4721,Information Systems,3.14,2021/1/16,2021/1/16,True
1038,Network Administrator,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-596-6254,Computer Engineering,3.39,2021/7/16,2021/7/16,True
653,Back End Developer,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-604-4060,Computer Science,3.87,2021/10/25,2022/10/25,True
396,Full Stack Developer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-743-6884,Computer Science,2.24,2021/4/11,2022/4/11,False
977,Full Stack Developer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-259-4224,Cybersecurity,2.8,2021/3/23,2022/3/23,True
851,Network Administrator,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-864-0391,Systems & Network Administration,3.75,2021/2/27,2021/2/27,False
672,Network Administrator,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-109-7571,Systems & Network Administration,2.7,2021/6/4,2022/6/4,False
1465,Software Engineer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-406-6135,Information Systems,3.38,2021/10/20,2022/10/20,False
1192,Full Stack Developer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-641-6031,Systems & Network Administration,3.28,2021/1/5,2021/1/5,True
1218,Data Analysts,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-251-4833,Information Science,2.61,2021/1/21,2022/1/21,True
647,Network Administrator,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-306-5108,Computer Science,2.12,2021/12/20,2021/12/20,True
1152,Network Administrator,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-369-7984,Computer Science,3.05,2021/5/23,2022/5/23,False
1437,Software Engineer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-213-4864,Systems & Network Administration,2.07,2021/2/2,2021/2/2,True
1085,Data Analysts,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-568-7255,Computer Science,3.88,2021/4/27,2022/4/27,True
729,Front End Developer,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-432-4395,Cybersecurity,3.98,2021/11/4,2021/11/4,False
855,Full Stack Developer,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-636-4671,Information Science,2.01,2021/6/4,2021/6/4,False
684,Network Analyst,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-813-1256,Information Systems,3.24,2021/6/18,2021/6/18,False
1272,Software Engineer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-991-5114,Information Systems,2.63,2021/5/22,2022/5/22,False
621,Software Engineer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-301-6186,Information Systems,2.62,2021/7/28,2022/7/28,True
1056,Network Analyst,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-027-4595,Cybersecurity,3.16,2021/5/4,2021/5/4,True
730,Network Analyst,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-540-3720,Cybersecurity,3.84,2021/2/5,2021/2/5,True
1288,Full Stack Developer,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-247-3597,Information Technology,2.21,2021/12/13,2021/12/13,True
744,Data Analysts,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-264-4842,Information Systems,2.17,2021/1/6,2022/1/6,True
733,Network Analyst,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-231-6606,Computer Engineering,2.06,2021/9/28,2021/9/28,True
1287,Back End Developer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-847-8024,Computer Science,2.92,2021/4/28,2021/4/28,True
342,Data Analysts,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-809-7947,Information Science,2.21,2021/9/22,2021/9/22,True
371,Network Analyst,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-635-3579,Information Technology,2.4,2021/12/25,2022/12/25,False
437,Full Stack Developer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-675-9969,Computer Science,3.89,2021/5/1,2022/5/1,True
635,Front End Developer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-188-7326,Systems & Network Administration,2.67,2021/4/3,2022/4/3,True
1070,Front End Developer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-027-7668,Information Systems,2.98,2021/7/14,2022/7/14,False
472,Network Analyst,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-294-6745,Systems & Network Administration,2.75,2021/2/5,2022/2/5,False
895,Data Analysts,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-839-5140,Computer Science,2.9,2021/7/21,2022/7/21,True
1278,Full Stack Developer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-529-5405,Computer Science,3.21,2021/8/27,2022/8/27,False
1422,Full Stack Developer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-763-5603,Information Systems,3.79,2021/5/2,2021/5/2,True
1159,Network Analyst,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-840-4091,Information Technology,2.69,2021/11/7,2021/11/7,False
727,Full Stack Developer,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-627-9256,Systems & Network Administration,2.32,2021/10/18,2021/10/18,True
534,Data Analysts,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-903-0769,Information Technology,3.03,2021/7/7,2021/7/7,True
1316,Back End Developer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-199-1021,Information Technology,3.47,2021/5/13,2022/5/13,False
523,Network Administrator,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-365-1347,Computer Engineering,2.41,2021/8/7,2021/8/7,True
522,Network Administrator,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-623-9653,Information Science,3.02,2021/11/3,2021/11/3,False
1092,Front End Developer,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-013-5132,Computer Science,3.11,2021/9/3,2022/9/3,True
581,Network Administrator,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-832-2997,Information Systems,3.11,2021/11/6,2021/11/6,True
345,Front End Developer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-816-7547,Information Science,3.73,2021/3/16,2022/3/16,False
1458,Front End Developer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-666-9711,Systems & Network Administration,3.94,2021/8/21,2021/8/21,False
1154,Software Engineer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-392-1156,Information Systems,2.72,2021/10/7,2021/10/7,False
533,Front End Developer,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-496-9278,Cybersecurity,2.19,2021/5/10,2022/5/10,True
426,Data Analysts,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-250-7536,Information Science,3.5,2021/5/3,2022/5/3,True
737,Network Analyst,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-505-4435,Information Science,2.81,2021/5/6,2021/5/6,False
1039,Full Stack Developer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-229-5328,Systems & Network Administration,2.41,2021/8/27,2022/8/27,True
1372,Network Analyst,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-352-3518,Systems & Network Administration,3.32,2021/2/6,2021/2/6,True
1364,Network Analyst,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-683-1513,Information Technology,3.05,2021/7/7,2021/7/7,True
355,Front End Developer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-335-2039,Systems & Network Administration,3.64,2021/3/17,2022/3/17,False
902,Network Analyst,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-428-4813,Systems & Network Administration,2.8,2021/5/22,2022/5/22,False
804,Software Engineer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-918-5779,Systems & Network Administration,2.51,2021/10/25,2021/10/25,True
951,Back End Developer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-547-0133,Cybersecurity,2.26,2021/6/5,2022/6/5,True
1424,Data Analysts,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-047-1045,Information Systems,3.09,2021/5/20,2021/5/20,False
402,Back End Developer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-688-7053,Systems & Network Administration,3.61,2021/5/10,2022/5/10,True
353,Network Administrator,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-076-8517,Information Technology,2.84,2021/9/14,2022/9/14,False
484,Network Administrator,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-245-8033,Information Technology,3.39,2021/11/24,2022/11/24,False
678,Network Administrator,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-164-5141,Systems & Network Administration,2.39,2021/2/5,2021/2/5,True
1472,Data Analysts,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-241-8476,Information Science,3.25,2021/2/3,2022/2/3,False
1444,Network Administrator,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-760-0868,Information Science,3.55,2021/1/3,2022/1/3,False
1017,Full Stack Developer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-842-7578,Information Systems,2.99,2021/12/20,2021/12/20,True
845,Network Administrator,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-635-3525,Computer Engineering,3.85,2021/1/20,2022/1/20,True
960,Front End Developer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-223-5714,Computer Engineering,2.18,2021/4/11,2021/4/11,True
1169,Front End Developer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-911-1784,Cybersecurity,3.17,2021/8/5,2021/8/5,False
1339,Network Administrator,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-199-0896,Information Technology,2.09,2021/1/1,2022/1/1,False
883,Network Administrator,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-392-0796,Computer Science,3.73,2021/6/15,2021/6/15,False
848,Software Engineer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-266-7459,Cybersecurity,2.89,2021/11/6,2022/11/6,True
894,Network Administrator,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-601-2607,Information Technology,2.92,2021/2/11,2022/2/11,True
1137,Network Analyst,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-992-2625,Information Technology,3.46,2021/7/14,2021/7/14,False
854,Software Engineer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-094-7772,Information Systems,2.24,2021/11/5,2021/11/5,False
405,Software Engineer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-808-1152,Information Science,2.31,2021/10/25,2022/10/25,True
564,Full Stack Developer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-868-6415,Computer Science,2.96,2021/3/13,2021/3/13,False
1155,Software Engineer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-235-5964,Systems & Network Administration,3.86,2021/6/18,2021/6/18,True
1040,Network Administrator,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-336-4975,Information Science,2.82,2021/1/20,2022/1/20,False
421,Front End Developer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-735-3245,Information Technology,2.66,2021/9/15,2022/9/15,False
1230,Front End Developer,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-702-2671,Computer Engineering,3.08,2021/7/3,2021/7/3,True
1144,Front End Developer,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-559-2144,Cybersecurity,2.54,2021/11/24,2022/11/24,True
1203,Front End Developer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-398-4848,Computer Science,2.52,2021/12/10,2021/12/10,False
786,Full Stack Developer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-061-7351,Information Systems,3.05,2021/7/13,2021/7/13,True
933,Software Engineer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-794-9361,Information Science,2.95,2021/1/2,2021/1/2,False
548,Full Stack Developer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-338-9684,Information Systems,3.15,2021/8/1,2021/8/1,True
1044,Front End Developer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-968-7961,Computer Science,3.29,2021/6/28,2022/6/28,False
515,Software Engineer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-625-9948,Computer Science,2.31,2021/9/12,2021/9/12,False
530,Back End Developer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-719-5963,Information Technology,3.67,2021/9/21,2021/9/21,True
925,Data Analysts,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-436-9058,Systems & Network Administration,2.53,2021/3/5,2021/3/5,False
891,Network Administrator,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-188-7156,Computer Engineering,2.36,2021/11/9,2022/11/9,False
490,Network Administrator,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-457-0293,Cybersecurity,3.35,2021/9/28,2022/9/28,False
622,Back End Developer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-977-6964,Information Science,2.93,2021/6/26,2021/6/26,True
400,Back End Developer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-972-4601,Information Technology,3.92,2021/4/19,2022/4/19,False
807,Full Stack Developer,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-222-6705,Computer Science,2.77,2021/3/21,2021/3/21,True
1293,Network Administrator,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-545-4300,Information Technology,3.75,2021/1/15,2021/1/15,True
1378,Network Administrator,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-929-5699,Systems & Network Administration,3.39,2021/11/16,2021/11/16,False
524,Front End Developer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-223-6410,Cybersecurity,3.92,2021/3/7,2021/3/7,False
828,Front End Developer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-649-8929,Information Technology,3.55,2021/3/25,2021/3/25,False
941,Network Administrator,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-119-9943,Systems & Network Administration,3.78,2021/10/15,2021/10/15,False
444,Network Administrator,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-920-5725,Computer Engineering,3.89,2021/8/26,2021/8/26,True
1319,Network Analyst,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-229-7501,Information Systems,2.1,2021/10/28,2021/10/28,True
1328,Back End Developer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-261-4442,Information Technology,3.4,2021/5/1,2021/5/1,False
683,Full Stack Developer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-051-9282,Cybersecurity,3.78,2021/11/24,2022/11/24,True
1460,Software Engineer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-060-4513,Information Science,3.19,2021/6/13,2021/6/13,False
877,Back End Developer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-568-2814,Systems & Network Administration,2.63,2021/9/25,2021/9/25,True
992,Back End Developer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-782-2151,Information Systems,3.87,2021/5/3,2021/5/3,False
1305,Front End Developer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-481-9656,Computer Engineering,2.58,2021/4/21,2022/4/21,False
1184,Software Engineer,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-889-3683,Computer Science,3.68,2021/12/1,2021/12/1,True
1235,Full Stack Developer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-304-1420,Systems & Network Administration,3.06,2021/9/11,2021/9/11,False
1453,Back End Developer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-338-4797,Systems & Network Administration,3.14,2021/8/21,2022/8/21,False
644,Full Stack Developer,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-690-6661,Systems & Network Administration,2.65,2021/3/4,2021/3/4,False
914,Software Engineer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-828-7866,Systems & Network Administration,3.12,2021/9/10,2021/9/10,False
707,Software Engineer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-575-3976,Cybersecurity,3.24,2021/12/5,2021/12/5,True
623,Network Analyst,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-242-6860,Computer Science,3.42,2021/12/15,2021/12/15,True
773,Data Analysts,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-297-4267,Computer Science,3.03,2021/12/25,2022/12/25,True
943,Back End Developer,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-204-8937,Information Technology,3.61,2021/7/18,2021/7/18,False
1136,Network Analyst,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-046-4575,Computer Science,2.04,2021/9/18,2021/9/18,True
1289,Software Engineer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-616-2097,Systems & Network Administration,2.89,2021/10/19,2021/10/19,True
506,Full Stack Developer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-299-2232,Cybersecurity,2.97,2021/10/19,2022/10/19,True
1241,Full Stack Developer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-876-3653,Information Systems,3.29,2021/12/23,2021/12/23,True
1284,Network Analyst,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-027-2463,Information Technology,3.48,2021/9/2,2021/9/2,True
1266,Network Administrator,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-826-4777,Computer Science,2.98,2021/2/27,2022/2/27,False
465,Network Analyst,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-506-8402,Information Systems,3.8,2021/6/11,2021/6/11,True
907,Network Analyst,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-827-8472,Information Systems,2.63,2021/2/13,2022/2/13,False
954,Data Analysts,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-431-9506,Systems & Network Administration,3.83,2021/4/22,2021/4/22,False
1246,Front End Developer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-775-8009,Systems & Network Administration,2.51,2021/2/28,2021/2/28,True
463,Data Analysts,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-589-8544,Information Technology,3.89,2021/5/16,2021/5/16,True
1291,Software Engineer,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-326-1701,Information Technology,3.89,2021/6/7,2021/6/7,True
654,Full Stack Developer,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-476-6750,Systems & Network Administration,2.77,2021/11/16,2021/11/16,True
749,Data Analysts,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-670-7479,Information Science,2.25,2021/1/3,2021/1/3,False
1224,Network Analyst,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-135-0853,Information Technology,3.45,2021/9/17,2022/9/17,False
616,Front End Developer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-486-2777,Information Science,3.3,2021/6/16,2021/6/16,False
959,Network Analyst,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-609-2368,Information Technology,2.05,2021/7/22,2021/7/22,True
457,Back End Developer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-789-3107,Computer Engineering,3.79,2021/9/7,2021/9/7,False
1402,Front End Developer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-003-2141,Computer Science,3.42,2021/6/18,2021/6/18,False
747,Network Analyst,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-366-4135,Information Technology,3.25,2021/6/13,2022/6/13,False
434,Data Analysts,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-014-7011,Computer Science,3.33,2021/7/6,2021/7/6,True
487,Network Analyst,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-110-2397,Information Technology,2.92,2021/1/9,2021/1/9,True
968,Full Stack Developer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-728-5520,Cybersecurity,3.64,2021/2/23,2022/2/23,False
1280,Full Stack Developer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-242-4205,Computer Science,2.29,2021/2/6,2022/2/6,False
1343,Network Administrator,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-745-8874,Systems & Network Administration,2.39,2021/3/19,2021/3/19,True
1358,Data Analysts,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-055-1327,Computer Science,3.02,2021/3/15,2021/3/15,False
1189,Data Analysts,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-895-3877,Information Science,2.59,2021/1/26,2021/1/26,False
1004,Full Stack Developer,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-396-3647,Computer Science,2.18,2021/12/18,2021/12/18,False
965,Back End Developer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-537-5697,Computer Engineering,2.82,2021/11/21,2022/11/21,True
676,Back End Developer,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-169-0064,Information Systems,3.16,2021/8/1,2022/8/1,True
740,Software Engineer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-280-7377,Information Science,2.99,2021/11/7,2022/11/7,False
614,Network Administrator,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-647-4907,Information Science,3.49,2021/4/6,2022/4/6,True
392,Front End Developer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-122-5475,Information Systems,3.68,2021/11/5,2022/11/5,False
1269,Full Stack Developer,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-451-0343,Information Science,2.78,2021/7/5,2022/7/5,False
1071,Network Administrator,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-588-5834,Information Technology,3.01,2021/3/27,2021/3/27,True
508,Data Analysts,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-683-1312,Information Systems,2.75,2021/7/17,2021/7/17,False
926,Software Engineer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-124-0996,Information Science,3.98,2021/6/2,2021/6/2,False
1025,Network Analyst,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-169-4471,Computer Engineering,2.32,2021/6/28,2022/6/28,False
923,Data Analysts,default.png,"We are looking for a hardworking individual, who is a quick learner and open to learn and grow with our company.",876-963-7210,Information Science,3.37,2021/5/8,2022/5/8,False
1390,Network Administrator,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-083-5797,Information Systems,2.95,2021/1/25,2022/1/25,True
1253,Front End Developer,default.png,Responsible for the development of detailed implementation plans for solutions to be deployed to the live environment. ,876-608-7486,Information Technology,3.99,2021/10/13,2022/10/13,False
1151,Software Engineer,default.png,We are seeking to recruit a suitably qualified experienced professional to fill the position stated above. We are looking forward to working with you in our company. ,876-981-5757,Information Systems,2.68,2021/10/20,2021/10/20,True
691,Software Engineer,default.png,"Expected to participate in the implementation of information systems policies, procedures, standards and guidelines across all divisions and subsidiaries. ",876-415-3246,Systems & Network Administration,3.48,2021/6/8,2021/6/8,False
